Module,Event,Time,Day
Research Skills in Reproductive Biology,Lecture,14:00,Wednesday My Dudes
Biomedical Sciences 3,Practical,14:00,Wednesday My Dudes
Transport Engineering 3,Lecture,14:00,Wednesday My Dudes
"Development, Regeneration and Stem Cells Research Project",Lecture,14:00,Wednesday My Dudes
Geophysical Data Science,Lecture,14:00,Wednesday My Dudes
PGDE Secondary Curriculum and Pedagogy,Practical,15:00,Wednesday My Dudes
Accounting for Business 1,Tutorial,15:00,Wednesday My Dudes
Population and Community Ecology 3,Lecture,15:00,Wednesday My Dudes
Population and Community Ecology 3,Practical,15:00,Wednesday My Dudes
Business Research Methods I: Introduction to Data Analysis,Tutorial,15:00,Wednesday My Dudes
Business Research Methods I: Introduction to Data Analysis,Lecture,15:00,Wednesday My Dudes
Global Challenges for Business,Tutorial,15:00,Wednesday My Dudes
Psychological Well-being and Business,Tutorial,15:00,Wednesday My Dudes
Psychological Well-being and Business,Lecture,15:00,Wednesday My Dudes
Decision Analytics,Lecture,15:00,Wednesday My Dudes
The Animal Body (1),Tutorial,15:00,Wednesday My Dudes
The Animal Body (1),Lecture,15:00,Wednesday My Dudes
The Animal Body (3),Lecture,15:00,Wednesday My Dudes
The Animal Body (3),Practical,15:00,Wednesday My Dudes
The Animal Body 2 (GEP),Practical,15:00,Wednesday My Dudes
Clinical Foundation Course (Yr 3),Lecture,15:00,Wednesday My Dudes
Veterinary Pathology,Practical,15:00,Wednesday My Dudes
Veterinary Public Health,Lecture,15:00,Wednesday My Dudes
Professional & Clinical Skills 4,Tutorial,15:00,Wednesday My Dudes
Professional & Clinical Skills 4,Practical,15:00,Wednesday My Dudes
Biological Chemistry 1A,Tutorial,15:00,Wednesday My Dudes
The Greek World 1A: Greece in the Making,Tutorial,15:00,Wednesday My Dudes
The Greek World 1A: Greece in the Making,Lecture,15:00,Wednesday My Dudes
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,15:00,Wednesday My Dudes
Interpersonal Psychotherapy (IPT) - Level A,Lecture,15:00,Wednesday My Dudes
Interpersonal Psychotherapy (IPT) - Level A,Workshop,15:00,Wednesday My Dudes
CBT with Complex Presentations,Workshop,15:00,Wednesday My Dudes
Organisational Behaviour,Lecture,15:00,Wednesday My Dudes
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,15:00,Wednesday My Dudes
Fashion Design 3A: Fashion Innovation for Industry,Workshop,15:00,Wednesday My Dudes
Fashion 4C: Design Book - Professional Positioning for Industry,Lecture,15:00,Wednesday My Dudes
"Popular Religion, Women and Witchcraft in Early Modern Europe",Tutorial,15:00,Wednesday My Dudes
History of Christianity as a World Religion 1A,Tutorial,15:00,Wednesday My Dudes
Macroeconomics 1,Tutorial,15:00,Wednesday My Dudes
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Lecture,15:00,Wednesday My Dudes
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,15:00,Wednesday My Dudes
Professional Development Programme,Workshop,15:00,Wednesday My Dudes
Social Theory and Outdoor Education,Workshop,15:00,Wednesday My Dudes
"Literary Studies 2A: English Literature in the World, 1380-1788",Tutorial,15:00,Wednesday My Dudes
Human Geography,Tutorial,15:00,Wednesday My Dudes
Global Change,Tutorial,15:00,Wednesday My Dudes
Project Design and Literature Analysis,Lecture,15:00,Wednesday My Dudes
The Historian's Toolkit,Tutorial,15:00,Wednesday My Dudes
Introduction to Historiography,Lecture,15:00,Wednesday My Dudes
Modern Middle Eastern History A: Domestic Transformation and International Challenges,Tutorial,15:00,Wednesday My Dudes
Informatics 1 - Introduction to Computation,Tutorial,15:00,Wednesday My Dudes
Accelerated Natural Language Processing,Tutorial,15:00,Wednesday My Dudes
Linguistics and English Language 1A,Tutorial,15:00,Wednesday My Dudes
Introduction to Syntax,Tutorial,15:00,Wednesday My Dudes
Professional Skills and Responsibility,Workshop,15:00,Wednesday My Dudes
Facets of Mathematics,Workshop,15:00,Wednesday My Dudes
Introduction to Data Science,Workshop,15:00,Wednesday My Dudes
Stochastic Modelling (Postgraduate Taught),Workshop,15:00,Wednesday My Dudes
Whole body health 1,Tutorial,15:00,Wednesday My Dudes
Whole body health 1,Practical,15:00,Wednesday My Dudes
Whole Body Health 2,Tutorial,15:00,Wednesday My Dudes
Whole Body Health 2,Lecture,15:00,Wednesday My Dudes
Year 4 - Process of Care 1,Tutorial,15:00,Wednesday My Dudes
Year 4 - Process of Care 1,Workshop,15:00,Wednesday My Dudes
Year 5 - Process of Care 2,Practical,15:00,Wednesday My Dudes
Molecular Biology of Disease,Lecture,15:00,Wednesday My Dudes
Review of Neuroscience,Lecture,15:00,Wednesday My Dudes
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,15:00,Wednesday My Dudes
Sustainable Energy Contexts (MSc),Workshop,15:00,Wednesday My Dudes
Marine Ecosystems and Policies,Lecture,15:00,Wednesday My Dudes
Research Skills in the Social Sciences: Data Collection,Workshop,15:00,Wednesday My Dudes
Energy in the Global South,Tutorial,15:00,Wednesday My Dudes
Morality and Value,Tutorial,15:00,Wednesday My Dudes
Physics and Mathematics for Direct Entry,Workshop,15:00,Wednesday My Dudes
Politics and International Relations 1A: Concepts and Debates,Tutorial,15:00,Wednesday My Dudes
Politics of the Middle East,Tutorial,15:00,Wednesday My Dudes
Europe and International Migration,Tutorial,15:00,Wednesday My Dudes
Psychology 1A,Tutorial,15:00,Wednesday My Dudes
Psychology 1A,Lecture,15:00,Wednesday My Dudes
Psychology Mini-Dissertation,Tutorial,15:00,Wednesday My Dudes
Introduction to Social Anthropology,Tutorial,15:00,Wednesday My Dudes
Scottish Studies 1A: Conceptualising Scotland,Tutorial,15:00,Wednesday My Dudes
Sustainable Development 1a: Introducing Sustainable Development,Lecture,15:00,Wednesday My Dudes
Sociology 2a: Thinking Sociologically,Tutorial,15:00,Wednesday My Dudes
Sociology 2a: Thinking Sociologically,Lecture,15:00,Wednesday My Dudes
Comparative Social Policy: Global Perspectives,Tutorial,15:00,Wednesday My Dudes
Population Health and Health Policy,Tutorial,15:00,Wednesday My Dudes
Clinical Psychology 1,Tutorial,15:00,Wednesday My Dudes
Clinical Psychology 1,Workshop,15:00,Wednesday My Dudes
Clinical Psychology 2,Tutorial,15:00,Wednesday My Dudes
Performance Costume 2A: Costume and Set Design for Performance,Lecture,15:00,Wednesday My Dudes
Illustration 4B: Research,Lecture,15:00,Wednesday My Dudes
Curriculum Plus 2 (Cross-cutting themes in secondary school classrooms),Tutorial,15:00,Wednesday My Dudes
Developing as a Strategic Educational Leader,Workshop,15:00,Wednesday My Dudes
"Th2 in Immunity, Allergy and Health",Lecture,15:00,Wednesday My Dudes
Evolution of Sex & Breeding Systems,Lecture,15:00,Wednesday My Dudes
Presentation: Methods & Context 4,Tutorial,15:00,Wednesday My Dudes
Presentation: Methods & Context 4,Lecture,15:00,Wednesday My Dudes
Biology 1A: Variation,Practical,15:00,Wednesday My Dudes
Biology 2B: Genetics and Evolution,Workshop,15:00,Wednesday My Dudes
Film and TV 2B: Visual Aesthetics in Cinema,Workshop,15:00,Wednesday My Dudes
FTV 3A: Experimentation in Short Film,Workshop,15:00,Wednesday My Dudes
Religion in Modern Britain,Tutorial,15:00,Wednesday My Dudes
"Mathematics, Statistics and Econometrics",Tutorial,15:00,Wednesday My Dudes
Physical Education Curriculum and Pedagogy 2: The Early Secondary Years,Practical,15:00,Wednesday My Dudes
Dance Pedagogy,Lecture,15:00,Wednesday My Dudes
Language and the Learner,Workshop,15:00,Wednesday My Dudes
TESOL Methodology,Workshop,15:00,Wednesday My Dudes
Scottish Literature 2A,Tutorial,15:00,Wednesday My Dudes
"History of Art 1A Art and Belief in Europe, 500 to 1700",Tutorial,15:00,Wednesday My Dudes
"History of Art 2A Reason, Romance, Revolution: Art from 1700 to 1900",Tutorial,15:00,Wednesday My Dudes
International Law Ordinary (semester 1),Tutorial,15:00,Wednesday My Dudes
Jurisprudence,Tutorial,15:00,Wednesday My Dudes
Python Programming,Workshop,15:00,Wednesday My Dudes
Understanding the Person: Life Sciences and Nursing Care 1,Practical,15:00,Wednesday My Dudes
Population Genetics,Lecture,15:00,Wednesday My Dudes
Research Practice and Project Planning,Practical,15:00,Wednesday My Dudes
Politics and Theories of International Development,Tutorial,15:00,Wednesday My Dudes
Physics 1A: Foundations,Workshop,15:00,Wednesday My Dudes
Theories of International Relations,Tutorial,15:00,Wednesday My Dudes
Research Design in Politics and International Relations,Tutorial,15:00,Wednesday My Dudes
Social Anthropology 1A: The Life Course,Tutorial,15:00,Wednesday My Dudes
Social Theory,Tutorial,15:00,Wednesday My Dudes
Animal models and genomic modification for One Health Models of Disease,Lecture,15:00,Wednesday My Dudes
MA Documentary Film Development,Tutorial,15:00,Wednesday My Dudes
The Roman World 1A: The Rise of Rome,Tutorial,15:00,Wednesday My Dudes
Creating Edinburgh: The Interdisciplinary City,Tutorial,15:00,Wednesday My Dudes
Literary Studies 1A,Tutorial,15:00,Wednesday My Dudes
Literary Studies 1A,Lecture,15:00,Wednesday My Dudes
Applied Machine Learning,Tutorial,15:00,Wednesday My Dudes
Criminal Law (Ordinary),Tutorial,15:00,Wednesday My Dudes
Economic Principles,Tutorial,15:00,Wednesday My Dudes
Topics in Microeconomics,Tutorial,15:00,Wednesday My Dudes
Oral for French,Tutorial,15:00,Wednesday My Dudes
Informatics 2 - Introduction to Algorithms and Data Structures,Tutorial,15:00,Wednesday My Dudes
Informatics 2C - Introduction to Computer Systems,Tutorial,15:00,Wednesday My Dudes
Informatics 2C - Introduction to Computer Systems,Lecture,15:00,Wednesday My Dudes
Scottish Legal System,Lecture,15:00,Wednesday My Dudes
Introduction to Linear Algebra,Lecture,15:00,Wednesday My Dudes
Introduction to Linear Algebra,Workshop,15:00,Wednesday My Dudes
Several Variable Calculus and Differential Equations,Lecture,15:00,Wednesday My Dudes
Quantum Field Theory,Workshop,15:00,Wednesday My Dudes
Scientific Methodology,Practical,15:00,Wednesday My Dudes
The Nature of Geographical Knowledge,Tutorial,15:00,Wednesday My Dudes
LEL2A: Linguistic Theory and the Structure of English,Tutorial,15:00,Wednesday My Dudes
LEL2A: Linguistic Theory and the Structure of English,Lecture,15:00,Wednesday My Dudes
Anatomy and Pathology 2,Lecture,15:00,Wednesday My Dudes
"Mind, Matter and Language",Tutorial,15:00,Wednesday My Dudes
Psychology 2A,Tutorial,15:00,Wednesday My Dudes
Active Vision,Tutorial,15:00,Wednesday My Dudes
Archaeology 1A,Tutorial,15:00,Wednesday My Dudes
Archaeology 2A: Scotland before History,Practical,15:00,Wednesday My Dudes
Pluripotency and the Germline,Lecture,15:00,Wednesday My Dudes
Tissue and Cancer Stem Cells,Lecture,15:00,Wednesday My Dudes
Fashion Design 2A: The Architects of the Body,Tutorial,15:00,Wednesday My Dudes
Fashion Design 2A: The Architects of the Body,Workshop,15:00,Wednesday My Dudes
Professional Issues (Level 10),Tutorial,15:00,Wednesday My Dudes
Musical Acoustics,Lecture,15:00,Wednesday My Dudes
Fourier Analysis and Statistics,Lecture,15:00,Wednesday My Dudes
Numerical Recipes,Workshop,15:00,Wednesday My Dudes
Plant Science Research Project,Lecture,15:00,Wednesday My Dudes
Understanding Public Policy,Tutorial,15:00,Wednesday My Dudes
Cells to Organisms 2,Workshop,15:00,Wednesday My Dudes
Critical Analysis,Tutorial,15:00,Wednesday My Dudes
Informatics Large Practical,Tutorial,15:00,Wednesday My Dudes
Building Analysis,Lecture,15:00,Wednesday My Dudes
"Architectural Management, Practice and Law",Tutorial,15:00,Wednesday My Dudes
"Architectural Management, Practice and Law",Workshop,15:00,Wednesday My Dudes
TPG Studio,Lecture,15:00,Wednesday My Dudes
Introduction to Applied Animal Behaviour and Animal Welfare,Lecture,15:00,Wednesday My Dudes
Pathogen Biology 3,Practical,15:00,Wednesday My Dudes
Scientific Frontiers of Medicine,Lecture,15:00,Wednesday My Dudes
Principles of Finance,Tutorial,15:00,Wednesday My Dudes
Introduction to Corporate Finance,Tutorial,15:00,Wednesday My Dudes
Steel Structures 4,Lecture,15:00,Wednesday My Dudes
Professional Development (MBA),Workshop,15:00,Wednesday My Dudes
Strategic Leadership (MBA),Workshop,15:00,Wednesday My Dudes
Fashion Design 4a: Graduate Collection - Research and Design,Tutorial,15:00,Wednesday My Dudes
